Skin Type,Product,Company_x,Star_x,Age,category,Ingredient,Good,Bad
민감성,1025 독도 토너 200ml,라운드랩,4.4,20대,skin/toner,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '13'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '2'}]","각질제거잘되는(4,018), 피부결좋아지는(3,845), 잘발리는(3,435), 산뜻한(3,435), 따갑지않은(1,730), 뒤집어지지않는(1,367), 매끄러운(1,018)","흘러내리는(2,543), 알러지반응오는(2,056), 가려운(380), 블랙헤드안없어지는(314), 잘굳는(266), 미끌거리는(206), 지속력안좋은(175)"
민감성,1025 독도 토너 200ml,라운드랩,4.4,30대,skin/toner,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '13'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '2'}]","각질제거잘되는(4,018), 피부결좋아지는(3,845), 잘발리는(3,435), 산뜻한(3,435), 따갑지않은(1,730), 뒤집어지지않는(1,367), 매끄러운(1,018)","흘러내리는(2,543), 알러지반응오는(2,056), 가려운(380), 블랙헤드안없어지는(314), 잘굳는(266), 미끌거리는(206), 지속력안좋은(175)"
민감성,1025 독도 토너 200ml,라운드랩,4.4,40대 이상,skin/toner,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '13'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '2'}]","각질제거잘되는(4,018), 피부결좋아지는(3,845), 잘발리는(3,435), 산뜻한(3,435), 따갑지않은(1,730), 뒤집어지지않는(1,367), 매끄러운(1,018)","흘러내리는(2,543), 알러지반응오는(2,056), 가려운(380), 블랙헤드안없어지는(314), 잘굳는(266), 미끌거리는(206), 지속력안좋은(175)"
여드름,1025 독도 토너 200ml,라운드랩,4.42,10대,skin/toner,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '13'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '2'}]","각질제거잘되는(4,018), 피부결좋아지는(3,845), 잘발리는(3,435), 산뜻한(3,435), 따갑지않은(1,730), 뒤집어지지않는(1,367), 매끄러운(1,018)","흘러내리는(2,543), 알러지반응오는(2,056), 가려운(380), 블랙헤드안없어지는(314), 잘굳는(266), 미끌거리는(206), 지속력안좋은(175)"
여드름,1025 독도 토너 200ml,라운드랩,4.42,20대,skin/toner,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '13'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '2'}]","각질제거잘되는(4,018), 피부결좋아지는(3,845), 잘발리는(3,435), 산뜻한(3,435), 따갑지않은(1,730), 뒤집어지지않는(1,367), 매끄러운(1,018)","흘러내리는(2,543), 알러지반응오는(2,056), 가려운(380), 블랙헤드안없어지는(314), 잘굳는(266), 미끌거리는(206), 지속력안좋은(175)"
여드름,1025 독도 토너 200ml,라운드랩,4.42,30대,skin/toner,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '13'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '2'}]","각질제거잘되는(4,018), 피부결좋아지는(3,845), 잘발리는(3,435), 산뜻한(3,435), 따갑지않은(1,730), 뒤집어지지않는(1,367), 매끄러운(1,018)","흘러내리는(2,543), 알러지반응오는(2,056), 가려운(380), 블랙헤드안없어지는(314), 잘굳는(266), 미끌거리는(206), 지속력안좋은(175)"
여드름,1025 독도 토너 200ml,라운드랩,4.42,40대 이상,skin/toner,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '13'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '2'}]","각질제거잘되는(4,018), 피부결좋아지는(3,845), 잘발리는(3,435), 산뜻한(3,435), 따갑지않은(1,730), 뒤집어지지않는(1,367), 매끄러운(1,018)","흘러내리는(2,543), 알러지반응오는(2,056), 가려운(380), 블랙헤드안없어지는(314), 잘굳는(266), 미끌거리는(206), 지속력안좋은(175)"
아토피,1025 독도 토너 200ml,라운드랩,4.39,10대,skin/toner,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '13'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '2'}]","각질제거잘되는(4,018), 피부결좋아지는(3,845), 잘발리는(3,435), 산뜻한(3,435), 따갑지않은(1,730), 뒤집어지지않는(1,367), 매끄러운(1,018)","흘러내리는(2,543), 알러지반응오는(2,056), 가려운(380), 블랙헤드안없어지는(314), 잘굳는(266), 미끌거리는(206), 지속력안좋은(175)"
아토피,1025 독도 토너 200ml,라운드랩,4.39,20대,skin/toner,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '13'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '2'}]","각질제거잘되는(4,018), 피부결좋아지는(3,845), 잘발리는(3,435), 산뜻한(3,435), 따갑지않은(1,730), 뒤집어지지않는(1,367), 매끄러운(1,018)","흘러내리는(2,543), 알러지반응오는(2,056), 가려운(380), 블랙헤드안없어지는(314), 잘굳는(266), 미끌거리는(206), 지속력안좋은(175)"
아토피,1025 독도 토너 200ml,라운드랩,4.39,30대,skin/toner,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '13'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '2'}]","각질제거잘되는(4,018), 피부결좋아지는(3,845), 잘발리는(3,435), 산뜻한(3,435), 따갑지않은(1,730), 뒤집어지지않는(1,367), 매끄러운(1,018)","흘러내리는(2,543), 알러지반응오는(2,056), 가려운(380), 블랙헤드안없어지는(314), 잘굳는(266), 미끌거리는(206), 지속력안좋은(175)"
아토피,1025 독도 토너 200ml,라운드랩,4.39,40대 이상,skin/toner,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '13'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '2'}]","각질제거잘되는(4,018), 피부결좋아지는(3,845), 잘발리는(3,435), 산뜻한(3,435), 따갑지않은(1,730), 뒤집어지지않는(1,367), 매끄러운(1,018)","흘러내리는(2,543), 알러지반응오는(2,056), 가려운(380), 블랙헤드안없어지는(314), 잘굳는(266), 미끌거리는(206), 지속력안좋은(175)"
,1025 독도 패드 70매 2개,,,,skin_toner_pad,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '16'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '2'}]","자극없는(782), 수분있는(586), 각질제거잘되는(353), 트러블없어지는(162), 피부결좋아지는(157), 보습잘되는(157), 트러블안생기는(142)","알러지반응오는(66), 잘굳는(37), 흘러내리는(28), 인공향나는(12), 가려운(10), 알콜냄새나는(8), 미끌거리는(8)"
,1899 시그니처 오일,,,,face_oil,"[{'ingredient_each_purpose': '수분 증발 차단', 'ingredient_each_purpose_cnt': '7'}, {'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '5'}]","향에만족한(48), 보습잘되는(48), 흡수잘되는(33), 끈적하지않은(15), 유분없는(12)","향지속잘되지않는(2), 인공향나는(2), 알러지반응오는(2), 잔향좋은(1), 흘러내리는(1)"
,1899 워터리 오일 에센스,,,,face_oil,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '20'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '4'}]","보습잘되는(46), 흡수잘되는(38), 수분있는(32), 향에만족한(28), 가벼운(18), 산뜻한(14), 리치하지않은(12)","인공향나는(6), 흘러내리는(2), 주름안없어지는(1), 지속력안좋은(1), 모공관리안되는(1), 뒤집어지는(1), 따가운(1)"
,1번 시카 갈아만든 초록패드 70매,,,10대,skin_toner_pad,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '18'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '2'}]","진정되는(528), 자극없는(288), 진정되는(528), 자극없는(288), 수분있는(253), 트러블없어지는(161), 에센스양많은(145), 산뜻한(34), 뒤집어지지않는(32)","잘굳는(96), 따가운(64), 잘굳는(96), 따가운(64), 알러지반응오는(57), 밀착안되는(43), 각질제거안되는(27), 쿨링안되는(11), 가려운(9)"
,1번 진정 맑게담은 청초토너 300ml,,,10대,skin/toner,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '14'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '2'}]","진정되는(359), 수분있는(325), 자극없는(269), 흡수잘되는(238), 가벼운(130), 산뜻한(93), 끈적하지않은(93)","알러지반응오는(31), 흘러내리는(28), 따가운(24), 눈통증있는(13), 가려운(7), 유수분밸런스가맞지않는(5), 쿨링안되는(4)"
,20억/mL 픽셀바이옴™ 원액,,,,essence_ampoule_serum,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '4'}]","트러블없어지는(75), 흡수잘되는(62), 피부결좋아지는(37), 진정되는(36), 피부강화되는(30), 자극없는(27), 뒤집어지지않는(25)","향이아쉬운(27), 트러블생기는(25), 흘러내리는(21), 알러지반응오는(20), 가려운(7), 밀림있는(3), 눈통증있는(2)"
,2개_레티놀 그린티 피디알엔 스킨부스터 앰플 25ml+ 기프트 4개_(앰플 5ml),,,,essence_ampoule_serum,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '30'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '7'}]","자극없는(73), 흡수잘되는(66), 자극없는(73), 흡수잘되는(66), 피부결좋아지는(53), 쫀득한(52), 모공관리되는(34), 매끄러운(27), 탄력생기는(21)","유분있는(36), 알러지반응오는(11), 유분있는(36), 알러지반응오는(11), 답답한(6), 밀림있는(3), 유수분밸런스가맞지않는(2), 미백효과가없는(2), 블랙헤드안없어지는(1)"
,365 데일리보습케어 엑스트라 모이스처 리페어 로션,,,,lotion_emulsion,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '26'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '9'}]","보습잘되는(89), 향에만족한(65), 흡수잘되는(58), 수분있는(52), 잘발리는(48), 끈적하지않은(35), 아로마향나는(15)","유분있는(9), 지속력안좋은(8), 향지속잘되지않는(5), 잔여물남는(2), 유수분밸런스가맞지않는(2), 시트러스향나는(2), 따가운(2)"
,3번 결광가득 에센스 토너 200ml,,,,skin/toner,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '48'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '5'}]","수분있는(131), 보습잘되는(123), 윤기나는(81), 피부결좋아지는(61), 흡수잘되는(50), 쫀득한(41), 속건조에효과있는(32)","유분있는(33), 따가운(27), 알러지반응오는(23), 트러블생기는(23), 답답한(7), 가려운(7), 리치한(6)"
,3번 맑은결광 에센스 점보패드 70매,,,,skin_toner_pad,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '48'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '4'}]","수분있는(30), 보습잘되는(18), 에센스양많은(17), 윤기나는(15), 피부결좋아지는(15), 밀착잘되는(14), 맑은(7)","끈적한(7), 알러지반응오는(7), 잘굳는(4), 뒤집어지는(3), 유분있는(3), 리치한(2), 가볍지않은(2)"
,3번 보들보들 결 세럼 50ml,,,10대,essence_ampoule_serum,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '17'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '5'}]","피부결좋아지는(619), 흡수잘되는(334), 보습잘되는(282), 모공관리되는(156), 매끄러운(152), 쫀득한(149), 윤기나는(95)","따가운(178), 알러지반응오는(173), 트러블생기는(164), 유분있는(123), 겉도는(22), 가려운(22), 미끌거리는(21)"
,4GF 앰플 아이 크림 30ml,,,,eye_care,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '36'}, {'ingredient_each_purpose': '수분 증발 차단', 'ingredient_each_purpose_cnt': '9'}]","수분있는(24), 잘발리는(21), 보습잘되는(17), 흡수잘되는(16), 리치한(13), 자극없는(11), 밀림없는(7)","주름안없어지는(14), 눈통증있는(7), 알러지반응오는(6), 가려운(3), 따가운(3), 답답한(2), 탄력안생기는(2)"
,4번 모공제로 깐달걀 토너패드 70매,,,,skin_toner_pad,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '15'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '2'}]","수분있는(114), 쫀득한(83), 각질제거잘되는(79), 피부결좋아지는(72), 에센스양많은(60), 매끄러운(50), 보습잘되는(49)","모공관리안되는(57), 끈적한(56), 트러블생기는(26), 알러지반응오는(25), 따가운(24), 유분있는(11), 뒤집어지는(9)"
,5G 솔루션 A,,,,mist,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '71'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '8'}]","탄력생기는(4), 안티에이징효과있는(2)","흘러내리는(1), 끈적한(1)"
,5번 글루타치온C 흔적 앰플 30ml,,,,essence_ampoule_serum,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '33'}, {'ingredient_each_purpose': '수분 증발 차단', 'ingredient_each_purpose_cnt': '3'}]","자극없는(82), 잘발리는(61), 피부톤이개선되는(44), 미백효과가있는(43), 끈적하지않은(37), 트러블없어지는(33), 따갑지않은(21)","알러지반응오는(18), 유분있는(16), 밀림있는(7), 답답한(4), 가려운(4), 겉도는(3), 눈통증있는(2)"
,5번 글루타치온C 흔적 필름패드 70매,,,,skin_toner_pad,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '27'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '4'}]","자극없는(24), 수분있는(21), 에센스양많은(14), 미백효과가있는(12), 안색이개선되는(8), 피부톤이개선되는(8), 맑은(4)","밀착안되는(13), 알러지반응오는(8), 따가운(8), 흘러내리는(6), 미끌거리는(5), 잘굳는(5), 트러블생기는(4)"
,72시간 수분충전! 수분탱크 젤,,,,gel,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '18'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '3'}]","수분있는(123), 흡수잘되는(69), 보습잘되는(55), 자극없는(54), 가벼운(39), 트러블안생기는(38), 유분없는(34)","유수분밸런스가맞지않는(4), 잘굳는(4), 알러지반응오는(3), 겉도는(2), 주름안없어지는(1), 리치하지않은(1), 밀착안되는(1)"
,90% 알로에 베라 듀 수딩젤,,,,gel,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '14'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '3'}]","수분있는(40), 흡수잘되는(30), 보습잘되는(23), 자극없는(22), 진정되는(18), 끈적하지않은(16), 냄새가독하지않은(9)","인공향나는(9), 향이아쉬운(9), 알러지반응오는(4), 쿨링안되는(3), 쫀득한(2), 알콜냄새나는(2), 유분있는(2)"
,AC 컨트롤 EX 딥 그린 카밍 패드 60매,,,10대,skin_toner_pad,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '30'}, {'ingredient_each_purpose': '수분 증발 차단', 'ingredient_each_purpose_cnt': '4'}]","진정되는(355), 자극없는(343), 수분있는(263), 에센스양많은(257), 트러블없어지는(153), 향에만족한(129), 보습잘되는(80)","밀착안되는(57), 알러지반응오는(28), 미끌거리는(26), 따가운(19), 흘러내리는(18), 쿨링안되는(16), 인공향나는(11)"
,AC 컨트롤 EX 딥 흔적 진정 잡티 패드 80매,,,,skin_toner_pad,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '21'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '3'}]","진정되는(55), 자극없는(32), 밀착잘되는(26), 에센스양많은(26), 트러블없어지는(11), 향에만족한(10), 잘굳지않는(8)","끈적한(8), 쿨링안되는(3), 내장도구가안좋은(2), 따가운(2), 냄새가독한(1), 미끌거리는(1), 유분있는(1)"
,AC 퓨어 에센셜 로션 150ml,,,,lotion_emulsion,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '15'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '8'}]","수분있는(35), 잘발리는(23), 보습잘되는(21), 흡수잘되는(18), 가벼운(14), 유분없는(12), 산뜻한(10)","인공향나는(6), 윤기안나는(2), 유수분밸런스가맞지않는(2), 알콜냄새나는(1), 때처럼나오는(1), 주름안없어지는(1), 미백효과가없는(1)"
